date,hour,mean_smp,p5_smp,p95_smp,smp_pre,mean_curtailment
2024-01-23,3,66293.79272999996,66293.79273,66293.79273,66293.79273,0.0
2024-01-23,4,66293.79272999996,66293.79273,66293.79273,66293.79273,0.0
2024-01-23,5,66412.90554249994,66412.9055425,66412.9055425,66412.9055425,0.0
2024-01-23,6,66765.66495000005,66765.66495,66765.66495,66765.66495,0.0
2024-01-23,7,67713.51625999999,67713.51626,67713.51626,67713.51626,0.0
2024-01-23,8,71830.84598000007,71830.84598,71830.84598,71830.84598,0.0
2024-01-23,9,75031.73160000001,75031.7316,75031.7316,75031.7316,0.0
2024-01-23,10,73136.12487250002,73136.12487249999,73136.12487249999,73136.12487249999,0.0
2024-01-23,11,74116.92672999999,74116.92673,74116.92673,74116.92673,0.0
2024-01-23,12,74030.87952,74030.87952,74030.87952,74030.87952,0.0
2024-01-23,13,72189.60484999992,72189.60484999999,72189.60484999999,72189.60484999999,0.0
2024-01-23,14,73356.34798499996,73356.347985,73356.347985,73356.347985,0.0
2024-01-23,15,74030.87952,74030.87952,74030.87952,74030.87952,0.0
2024-01-23,16,74116.92672999999,74116.92673,74116.92673,74116.92673,0.0
2024-01-23,17,74030.87952,74030.87952,74030.87952,74030.87952,0.0
2024-01-23,18,74030.87952,74030.87952,74030.87952,74030.87952,0.0
2024-01-23,19,75031.73160000001,75031.7316,75031.7316,75031.7316,0.0
2024-01-23,20,74116.92672999999,74116.92673,74116.92673,74116.92673,0.0
2024-01-23,21,72248.38718000002,72248.38717999999,72248.38717999999,72248.38717999999,0.0
2024-01-23,22,71167.21381000003,71167.21381,71167.21381,71167.21381,0.0
2024-01-23,23,71059.96292999998,71059.96293,71059.96293,71059.96293,0.0
2024-01-23,24,70197.16453000005,70197.16453,70197.16453,70197.16453,0.0
