기간,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,최대,최소,가중평균
2024/01/14,87.91,80.7,77.51,77.51,77.51,79.51,80.7,80.7,86.86,77.45,77.45,77.45,77.45,86.52,86.83,86.51,88.89,88.89,100.22,89.13,95.69,95.6,89.17,89.21,100.22,77.45,85.11
2024/01/13,133.69,122.14,105.36,105.36,105.36,106.29,122.14,122.14,122.17,121.72,124.78,124.78,105.36,105.36,105.36,106.9,114.4,135.71,139.57,167.73,138.61,136.05,138.09,134.6,167.73,105.36,123.23
2024/01/12,121.72,93.48,91.93,80.46,93.39,92.61,109.16,144.58,168.02,195.39,170.69,168.01,147.25,147.13,147.13,147.13,164.41,161.94,162.97,161.94,161.95,139.85,135.44,142.55,195.39,80.46,141.63
2024/01/11,121.71,92.59,92.59,92.59,92.59,92.59,111.15,162.43,175.06,190.83,172.13,163.33,162.41,162.41,162.41,162.41,162.52,162.52,162.81,164.54,162.42,162.42,141.24,158.84,190.83,92.59,147.61
2024/01/10,121.72,92.43,92.43,92.43,92.43,92.43,100.53,143.39,172.77,227.73,175.74,177.67,163.54,166.63,166.65,166.65,163.54,163.97,163.55,163.55,163.55,141.44,141.44,141.44,227.73,92.43,148.37
2024/01/09,139.85,107.27,107.15,107.09,107.42,107.47,121.71,143.29,166.64,200.47,167.4,167.4,164.34,166.63,167.4,190.83,166.63,166.63,165.52,162.39,162.14,157.65,141.24,154.24,200.47,107.09,153.04
2024/01/08,81.62,79.63,79.63,79.63,79.63,79.63,79.63,139.85,162.76,187.61,188.5,177.71,164.88,166.51,178.53,189.16,166.51,166.51,164.89,164.37,163.63,163.65,158.73,142.12,189.16,79.63,147.34
2024/01/07,89.17,87.95,77.6,77.6,77.6,77.6,88.07,88.07,88.15,85.33,89.37,85.35,89.29,89.29,85.22,89.29,89.29,116.72,118.83,118.81,117.36,92.12,92.12,92.12,118.83,77.6,92.36
2024/01/06,88.92,87.75,84.4,84.39,84.42,86.75,89,108.56,112.71,134.95,135.71,143.87,135.5,135.5,135.71,135.71,135,134.8,133.76,133.75,133.66,110.5,107.14,88.96,143.87,84.39,115.07
2024/01/05,107.46,83.79,83.79,83.79,83.79,83.79,87.05,142.51,171.78,195.14,171.78,167.75,143.27,144.34,159.16,174.09,164.8,161,159.16,159.16,159.16,137.48,110.76,137.54,195.14,83.79,139.28
2024/01/04,121.71,87.64,81.58,76.92,76.92,80.56,107.23,121.74,167.4,201.5,188.28,168.61,145.58,165.52,164.75,164.84,143.67,143.86,143.96,144.16,139.23,133.77,133.79,133.79,201.5,76.92,137.29
2024/01/03,92.52,92.5,92.5,92.5,92.5,92.5,92.52,143,167.4,227.73,175.28,167.4,167.26,167.26,167.26,167.27,162.1,160.83,159.63,159.13,158.5,141.44,121.7,141.73,227.73,92.5,145.22
2024/01/02,78.55,76.47,76.47,76.47,76.47,76.47,76.47,121.71,155.46,194.8,197.69,178.03,166.12,175.04,175.04,175.04,166.12,166.12,166.12,166.12,154.25,140.95,137.35,132.79,197.69,76.47,143.27
2024/01/01,94.09,87.91,78.86,78.86,78.86,78.86,78.86,87.91,89.05,89.13,89.09,89.01,85.66,85.44,85.46,88.85,115.86,120.39,118.15,94.09,94.09,88.97,94.07,94.09,120.39,78.86,91.51
